timestamp,taxi_passengers,is_anomaly
2014-07-11 20:30:00,7590,0
2014-07-11 21:00:00,6701,0
2014-07-11 21:30:00,6311,0
2014-07-11 22:00:00,6423,0
2014-07-11 22:30:00,4891,0
2014-07-11 23:00:00,6374,0
2014-07-11 23:30:00,4910,0
2014-07-12 00:00:00,3917,0
2014-07-12 00:30:00,5227,0
2014-07-12 01:00:00,4773,0
2014-07-12 01:30:00,4904,0
2014-07-12 02:00:00,4806,0
2014-07-12 02:30:00,7104,0
2014-07-12 03:00:00,6992,0
2014-07-12 03:30:00,6967,0
2014-07-12 04:00:00,6738,0
2014-07-12 04:30:00,9236,0
2014-07-12 05:00:00,9014,0
2014-07-12 05:30:00,9583,0
2014-07-12 06:00:00,11776,0
2014-07-12 06:30:00,13269,0
2014-07-12 07:00:00,15096,0
2014-07-12 07:30:00,15287,0
2014-07-12 08:00:00,16644,0
2014-07-12 08:30:00,15889,0
2014-07-12 09:00:00,17638,0
2014-07-12 09:30:00,18446,0
2014-07-12 10:00:00,19618,0
2014-07-12 10:30:00,19483,0
2014-07-12 11:00:00,20370,0
2014-07-12 11:30:00,19528,0
2014-07-12 12:00:00,20286,0
2014-07-12 12:30:00,20263,0
2014-07-12 13:00:00,18727,0
2014-07-12 13:30:00,19531,0
2014-07-12 14:00:00,18671,0
2014-07-12 14:30:00,16823,0
2014-07-12 15:00:00,18423,0
2014-07-12 15:30:00,16580,0
2014-07-12 16:00:00,15318,0
2014-07-12 16:30:00,14759,0
2014-07-12 17:00:00,14181,0
2014-07-12 17:30:00,14250,0
2014-07-12 18:00:00,11867,0
2014-07-12 18:30:00,11333,0
2014-07-12 19:00:00,11028,0
2014-07-12 19:30:00,9365,0
2014-07-12 20:00:00,8854,0
2014-07-12 20:30:00,6748,0
2014-07-12 21:00:00,6959,0
2014-07-12 21:30:00,5606,0
2014-07-12 22:00:00,5931,0
2014-07-12 22:30:00,3806,0
2014-07-12 23:00:00,3648,0
2014-07-12 23:30:00,5083,0
2014-07-13 00:00:00,3843,0
2014-07-13 00:30:00,3781,0
2014-07-13 01:00:00,4334,0
2014-07-13 01:30:00,4057,0
2014-07-13 02:00:00,6137,0
2014-07-13 02:30:00,4653,0
2014-07-13 03:00:00,6222,0
2014-07-13 03:30:00,7407,0
2014-07-13 04:00:00,7916,0
2014-07-13 04:30:00,8296,0
2014-07-13 05:00:00,9234,0
2014-07-13 05:30:00,11296,0
2014-07-13 06:00:00,11175,0
2014-07-13 06:30:00,13561,0
2014-07-13 07:00:00,12851,0
2014-07-13 07:30:00,14617,0
2014-07-13 08:00:00,16029,0
2014-07-13 08:30:00,15868,0
2014-07-13 09:00:00,18178,0
2014-07-13 09:30:00,18331,0
2014-07-13 10:00:00,18099,0
2014-07-13 10:30:00,18175,0
2014-07-13 11:00:00,18474,0
2014-07-13 11:30:00,19972,0
2014-07-13 12:00:00,19074,0
2014-07-13 12:30:00,18839,0
2014-07-13 13:00:00,19542,0
2014-07-13 13:30:00,21213,0
2014-07-13 14:00:00,19150,0
2014-07-13 14:30:00,18957,0
2014-07-13 15:00:00,17827,0
2014-07-13 15:30:00,17496,0
2014-07-13 16:00:00,14925,0
2014-07-13 16:30:00,14717,0
2014-07-13 17:00:00,14279,0
2014-07-13 17:30:00,13029,0
2014-07-13 18:00:00,11846,0
2014-07-13 18:30:00,10423,0
2014-07-13 19:00:00,9722,0
2014-07-13 19:30:00,8319,0
2014-07-13 20:00:00,6062,0
2014-07-13 20:30:00,6174,0
2014-07-13 21:00:00,6723,0
2014-07-13 21:30:00,6898,0
2014-07-13 22:00:00,6522,0
2014-07-13 22:30:00,4686,0
2014-07-13 23:00:00,4987,0
2014-07-13 23:30:00,4794,0
2014-07-14 00:00:00,4046,0
2014-07-14 00:30:00,3320,0
2014-07-14 01:00:00,4938,0
2014-07-14 01:30:00,3890,0
2014-07-14 02:00:00,5576,0
2014-07-14 02:30:00,6987,0
2014-07-14 03:00:00,6158,0
2014-07-14 03:30:00,8225,0
2014-07-14 04:00:00,10192,0
2014-07-14 04:30:00,10568,0
2014-07-14 05:00:00,11836,0
2014-07-14 05:30:00,13324,0
2014-07-14 06:00:00,15186,0
2014-07-14 06:30:00,15121,0
2014-07-14 07:00:00,17164,0
2014-07-14 07:30:00,17269,0
2014-07-14 08:00:00,17963,0
2014-07-14 08:30:00,19652,0
2014-07-14 09:00:00,19820,0
2014-07-14 09:30:00,20640,0
2014-07-14 10:00:00,21281,0
2014-07-14 10:30:00,20463,0
2014-07-14 11:00:00,22770,0
2014-07-14 11:30:00,21910,0
2014-07-14 12:00:00,22914,0
2014-07-14 12:30:00,24081,0
2014-07-14 13:00:00,22269,0
2014-07-14 13:30:00,21866,0
2014-07-14 14:00:00,22858,0
2014-07-14 14:30:00,21535,0
2014-07-14 15:00:00,21086,0
2014-07-14 15:30:00,19116,0
2014-07-14 16:00:00,18998,0
2014-07-14 16:30:00,16771,0
2014-07-14 17:00:00,15640,0
2014-07-14 17:30:00,15477,0
2014-07-14 18:00:00,13321,0
2014-07-14 18:30:00,13212,0
2014-07-14 19:00:00,13332,0
2014-07-14 19:30:00,8930,0
2014-07-14 20:00:00,8598,0
2014-07-14 20:30:00,9095,0
2014-07-14 21:00:00,7178,0
2014-07-14 21:30:00,7430,0
2014-07-14 22:00:00,5024,0
2014-07-14 22:30:00,5565,0
2014-07-14 23:00:00,4793,0
2014-07-14 23:30:00,4791,0
2014-07-15 00:00:00,4864,0
2014-07-15 00:30:00,3702,0
2014-07-15 01:00:00,4054,0
2014-07-15 01:30:00,6419,0
2014-07-15 02:00:00,6067,0
2014-07-15 02:30:00,6586,0
2014-07-15 03:00:00,7259,0
2014-07-15 03:30:00,8484,0
2014-07-15 04:00:00,8275,0
2014-07-15 04:30:00,9480,0
2014-07-15 05:00:00,12462,0
2014-07-15 05:30:00,12720,0
2014-07-15 06:00:00,14480,0
2014-07-15 06:30:00,14516,0
2014-07-15 07:00:00,17282,0
2014-07-15 07:30:00,17596,0
2014-07-15 08:00:00,18784,0
2014-07-15 08:30:00,19839,0
2014-07-15 09:00:00,19667,0
2014-07-15 09:30:00,19606,0
2014-07-15 10:00:00,20907,0
2014-07-15 10:30:00,23604,0
2014-07-15 11:00:00,23727,0
2014-07-15 11:30:00,22643,0
2014-07-15 12:00:00,22758,0
2014-07-15 12:30:00,23750,0
2014-07-15 13:00:00,22551,0
2014-07-15 13:30:00,21260,0
2014-07-15 14:00:00,22779,0
2014-07-15 14:30:00,21480,0
2014-07-15 15:00:00,18292,0
2014-07-15 15:30:00,19150,0
2014-07-15 16:00:00,18514,0
2014-07-15 16:30:00,17705,0
2014-07-15 17:00:00,16302,0
2014-07-15 17:30:00,14492,0
2014-07-15 18:00:00,13707,0
2014-07-15 18:30:00,12834,0
2014-07-15 19:00:00,11204,0
2014-07-15 19:30:00,9981,0
2014-07-15 20:00:00,10201,0
2014-07-15 20:30:00,7442,0
2014-07-15 21:00:00,7015,0
2014-07-15 21:30:00,4876,0
2014-07-15 22:00:00,6265,0
2014-07-15 22:30:00,5962,0
2014-07-15 23:00:00,5352,0
2014-07-15 23:30:00,5412,0
2014-07-16 00:00:00,4952,0
2014-07-16 00:30:00,4952,0
2014-07-16 01:00:00,5292,0
2014-07-16 01:30:00,5086,0
2014-07-16 02:00:00,6783,0
2014-07-16 02:30:00,6222,0
2014-07-16 03:00:00,6124,0
2014-07-16 03:30:00,8879,0
2014-07-16 04:00:00,10680,0
2014-07-16 04:30:00,9511,0
2014-07-16 05:00:00,11337,0
2014-07-16 05:30:00,12050,0
2014-07-16 06:00:00,13495,0
2014-07-16 06:30:00,15037,0
2014-07-16 07:00:00,15187,0
2014-07-16 07:30:00,17098,0
2014-07-16 08:00:00,17227,0
2014-07-16 08:30:00,18946,0
2014-07-16 09:00:00,19356,0
2014-07-16 09:30:00,20251,0
2014-07-16 10:00:00,20391,0
2014-07-16 10:30:00,23275,0
2014-07-16 11:00:00,23093,0
2014-07-16 11:30:00,21387,0
2014-07-16 12:00:00,22522,0
2014-07-16 12:30:00,22384,0
2014-07-16 13:00:00,22133,0
2014-07-16 13:30:00,21142,0
2014-07-16 14:00:00,22370,0
2014-07-16 14:30:00,20782,0
2014-07-16 15:00:00,20679,0
2014-07-16 15:30:00,19822,0
2014-07-16 16:00:00,19500,0
2014-07-16 16:30:00,15868,0
2014-07-16 17:00:00,17572,0
2014-07-16 17:30:00,16015,0
2014-07-16 18:00:00,14258,0
2014-07-16 18:30:00,14506,0
2014-07-16 19:00:00,11582,0
2014-07-16 19:30:00,10936,0
2014-07-16 20:00:00,8609,0
2014-07-16 20:30:00,9106,0
2014-07-16 21:00:00,7428,0
2014-07-16 21:30:00,6140,0
2014-07-16 22:00:00,7526,0
2014-07-16 22:30:00,5056,0
2014-07-16 23:00:00,4920,0
2014-07-16 23:30:00,4520,0
2014-07-17 00:00:00,3995,0
2014-07-17 00:30:00,5103,0
2014-07-17 01:00:00,5504,0
2014-07-17 01:30:00,5583,0
2014-07-17 02:00:00,3944,0
2014-07-17 02:30:00,7307,0
2014-07-17 03:00:00,7014,0
